prime,word_index,kernel_length,full_scalar_identity,full_delta_match,strict_visible_x_power,strict_block_length,has_proper_non_scalar_precursor,has_any_prefix_power_hit,min_proper_prefix_power_hit,min_any_prefix_power_hit,factor_period_length,source_class,sources,kernel_factor_ids
3,758,53,True,False,False,,True,True,23,23,53,kernel_db,burau-experiments/src/kernel_db.json,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13 10 13 4 13 11 13 7 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 13
3,759,53,True,False,False,,True,True,5,5,53,kernel_db,burau-experiments/src/kernel_db.json,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 21 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 11 16
3,760,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 20 13 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 16
3,761,53,True,False,False,,True,True,51,51,53,kernel_db,burau-experiments/src/kernel_db.json,21 21 10 13 4 13 11 19 21 7 8 13 8 2 2 13 11 22 17 13 10 13 4 13 21 20 13 7 21 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 11 16
3,762,53,True,False,False,,True,True,8,8,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 20 13 7 6 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 13
3,763,53,True,False,False,,True,True,5,5,53,kernel_db,burau-experiments/src/kernel_db.json,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 7 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 2
3,764,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,11 13 11 16 2 3 4 13 20 13 10 2 2 16 13 8 2 13 11 13 10 13 6 6 8 13 21 21 21 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 11 16
3,765,53,True,False,False,,True,True,51,51,53,kernel_db,burau-experiments/src/kernel_db.json,2 2 13 11 13 11 16 3 1 4 13 20 13 21 21 10 13 6 6 8 13 11 13 10 2 13 21 4 13 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 13
3,766,53,True,False,False,,False,True,,28,53,kernel_db,burau-experiments/src/kernel_db.json,21 21 10 2 13 4 13 7 11 13 10 16 13 8 2 2 13 21 11 13 10 16 13 4 13 7 20 13 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 16
3,767,53,True,False,False,,True,True,2,2,53,kernel_db,burau-experiments/src/kernel_db.json,13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 20 13 7 6 6 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 13
3,768,53,True,False,False,,True,True,2,2,53,kernel_db,burau-experiments/src/kernel_db.json,13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 20 13 7 6 6 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 13
3,769,53,True,False,False,,True,True,5,5,53,kernel_db,burau-experiments/src/kernel_db.json,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 21 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 20 16
3,770,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,20 17 13 10 13 4 13 7 21 11 13 10 13 4 16 16 16 13 20 13 10 13 1 1 4 13 21 21 20 13 10 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 2
3,771,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,8 16 13 11 13 7 10 13 4 2 13 7 7 11 13 7 10 16 13 4 13 20 13 10 13 10 2 13 7 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 2
3,772,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 11 13 7 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 16
3,773,53,True,False,False,,False,True,,28,53,kernel_db,burau-experiments/src/kernel_db.json,21 21 10 2 13 4 13 7 11 13 10 16 13 8 2 2 13 21 11 13 10 16 13 4 13 7 20 13 21 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 16
3,774,53,True,False,False,,True,True,8,8,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 20 13 7 6 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 13
3,775,53,True,False,False,,False,True,,28,53,kernel_db,burau-experiments/src/kernel_db.json,21 21 10 2 13 8 13 7 20 13 10 16 13 4 2 2 13 21 20 13 10 16 13 8 13 7 11 13 7 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 20 2
3,776,53,True,False,False,,True,True,31,31,53,kernel_db,burau-experiments/src/kernel_db.json,7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 10 13 11 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 2
3,777,53,True,False,False,,True,True,51,51,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 7 7 20 13 7 10 16 13 8 13 11 13 10 13 11 13 7 1 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 13
3,778,53,True,False,False,,True,True,31,31,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 10 13 11 13 10 13 8 16 13 7 20 13 11 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 2
3,779,53,True,False,False,,True,True,31,31,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 11 13 21 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 16
3,780,53,True,False,False,,True,True,31,31,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 20 13 21 7 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 16
3,781,53,True,False,False,,True,True,23,23,53,kernel_db,burau-experiments/src/kernel_db.json,16 13 21 20 13 10 16 13 8 13 7 11 13 21 10 16 13 4 16 13 7 20 13 10 13 8 13 20 13 21 7 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 13
3,782,53,True,False,False,,True,True,51,51,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 11 13 7 7 4 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 16
3,783,53,True,False,False,,True,True,51,51,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 20 13 7 7 8 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 16
3,784,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,21 10 13 10 13 4 13 11 13 7 10 16 13 8 16 16 13 21 20 13 10 16 13 8 13 7 11 13 20 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 2
3,785,53,True,False,False,,True,True,51,51,53,kernel_db,burau-experiments/src/kernel_db.json,7 21 21 10 13 8 13 20 15 21 7 4 13 4 2 2 13 20 17 22 13 10 13 8 13 21 11 13 21 7 10 16 13 8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 16
3,786,53,True,False,False,,True,True,25,25,53,kernel_db,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 21 4 13 7 8 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 7
3,787,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,2 2 13 21 20 13 10 16 13 8 13 7 11 13 21 21 10 2 13 8 13 7 20 13 10 16 13 21 7 6 8 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 7
3,788,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 4 13 11 13 7 10 16 13 8 16 13 21 20 13 7 10 13 4 16 13 11 13 21 11 16 16 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 21
3,789,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 8 13 11 13 7 7 10 13 8 13 20 2 13 21 20 13 10 13 4 13 20 17 13 20 13 7 8 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 7
3,790,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 8 13 20 13 7 10 16 13 4 16 13 21 11 13 7 10 13 8 16 13 20 13 21 11 16 16 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 21
3,791,53,True,False,False,,True,True,27,27,53,kernel_db,burau-experiments/src/kernel_db.json,16 16 16 13 11 13 10 13 6 6 8 13 21 21 20 17 13 10 13 4 13 7 21 11 13 10 13 21 8 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 21
3,792,53,True,False,False,,True,True,8,8,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 11 13 4 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 21
3,793,53,True,False,False,,True,True,51,51,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 11 13 21 21 7 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 16
3,794,53,True,False,False,,True,True,31,31,53,kernel_db,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 11 13 21 7 7 8 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 10
3,795,53,True,False,False,,True,True,31,31,53,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 4 13 11 13 7 10 16 13 8 16 13 21 20 13 7 10 13 4 16 13 11 13 21 10 16 13 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 21
3,796,53,True,False,False,,True,True,8,8,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 10 2 13 11 13 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 21
3,797,53,True,False,False,,True,True,8,8,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 10 2 13 11 13 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 21
3,798,53,True,False,False,,True,True,8,8,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 10 2 13 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 21
3,799,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 8 13 11 13 7 7 10 13 8 13 20 2 13 21 20 13 10 13 4 13 20 17 13 10 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,800,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 8 13 11 13 7 7 10 13 8 13 20 2 13 21 20 13 10 13 4 13 20 17 13 10 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,801,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,15 7 8 13 8 13 7 7 11 13 10 13 8 13 11 2 13 11 22 13 10 13 4 13 20 13 21 10 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,802,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,15 7 8 13 8 13 7 7 11 13 10 13 8 13 11 2 13 11 22 13 10 13 4 13 20 13 21 10 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,803,53,True,False,False,,True,True,33,28,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 21 21 11 13 7 10 13 8 16 13 20 13 21 10 2 2 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,804,53,True,False,False,,True,True,33,28,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 21 21 11 13 7 10 13 8 16 13 20 13 21 10 2 2 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,805,53,True,False,False,,True,True,33,28,53,kernel_db,burau-experiments/src/kernel_db.json,7 20 16 12 8 13 11 22 13 10 13 4 2 13 11 19 11 22 13 4 13 8 13 20 15 7 8 2 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,806,53,True,False,False,,True,True,33,28,53,kernel_db,burau-experiments/src/kernel_db.json,7 20 16 12 8 13 11 22 13 10 13 4 2 13 11 19 11 22 13 4 13 8 13 20 15 7 8 2 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,807,53,True,False,False,,True,True,25,25,53,kernel_db,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,808,53,True,False,False,,True,True,25,25,53,kernel_db,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,809,53,True,False,False,,True,True,33,28,53,kernel_db,burau-experiments/src/kernel_db.json,2 2 13 21 20 13 10 16 13 8 13 7 11 13 21 21 10 2 13 8 13 7 20 13 10 16 13 4 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,810,53,True,False,False,,True,True,33,28,53,kernel_db,burau-experiments/src/kernel_db.json,2 2 13 21 20 13 10 16 13 8 13 7 11 13 21 21 10 2 13 8 13 7 20 13 10 16 13 4 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,811,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 21 10 13 8 13 20 17 13 7 10 13 8 2 16 13 7 7 20 13 10 13 8 13 7 20 15 8 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,812,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 21 10 13 8 13 20 17 13 7 10 13 8 2 16 13 7 7 20 13 10 13 8 13 7 20 15 8 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,813,53,True,False,False,,True,True,31,31,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 20 17 22 13 10 13 8 13 7 7 7 11 13 10 13 8 2 16 13 11 13 10 13 6 8 2 13 11 13 10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13 21
3,814,53,True,False,False,,True,True,27,27,53,kernel_db,burau-experiments/src/kernel_db.json,16 16 16 13 11 13 10 13 6 6 8 13 21 21 20 17 13 10 13 4 13 7 21 11 13 10 13 4 13 20 13 10 13 8 13 21 20 13 7 10 16 13 8 13 11 13 10 2 13 4 16 13 21
3,815,53,True,False,False,,True,True,5,5,53,kernel_db,burau-experiments/src/kernel_db.json,13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 10 13 20 13 10 13 8 13 21 20 13 7 10 16 13 8 13 11 13 10 2 13 4 16 13 21
3,816,53,True,False,False,,True,True,2,2,53,kernel_db,burau-experiments/src/kernel_db.json,13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 11 13 10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13 21
3,817,53,True,False,False,,True,True,3,3,53,kernel_db,burau-experiments/src/kernel_db.json,13 8 13 20 13 21 7 10 13 8 13 20 17 13 21 21 10 13 1 1 4 13 20 13 10 16 16 16 16 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 21
3,818,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,15 7 8 13 8 13 7 7 11 13 10 13 8 13 11 2 13 11 22 13 10 13 4 13 20 13 21 10 2 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 7
3,819,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 8 13 11 13 7 7 10 13 8 13 20 2 13 21 20 13 10 13 4 13 20 17 13 10 2 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 7
3,820,53,True,False,False,,True,True,45,45,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 20 17 22 13 10 13 8 13 7 7 7 11 13 10 13 8 2 16 13 11 13 10 13 6 8 2 16 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 21
3,821,53,True,False,False,,True,True,44,28,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 21 21 11 13 7 10 13 8 16 13 20 13 21 10 2 2 2 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 7
3,822,53,True,False,False,,True,True,27,27,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13 4 16 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 21
3,823,53,True,False,False,,True,True,2,2,53,kernel_db,burau-experiments/src/kernel_db.json,13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 10 2 2 16 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 21
3,824,53,True,False,False,,True,True,44,28,53,kernel_db,burau-experiments/src/kernel_db.json,7 20 16 12 8 13 11 22 13 10 13 4 2 13 11 19 11 22 13 4 13 8 13 20 15 7 8 2 2 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 7
3,825,53,True,False,False,,True,True,25,25,53,kernel_db,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 2 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 7
3,826,53,True,False,False,,True,True,2,2,53,kernel_db,burau-experiments/src/kernel_db.json,13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 10 2 2 16 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 21
3,827,53,True,False,False,,True,True,27,27,53,kernel_db,burau-experiments/src/kernel_db.json,16 16 16 13 11 13 10 13 6 6 8 13 21 21 20 17 13 10 13 4 13 7 21 11 13 10 13 4 16 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 21
3,828,53,True,False,False,,True,True,45,45,53,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 4 13 11 13 7 10 16 13 8 16 13 21 20 13 7 10 13 4 16 13 11 13 21 10 16 16 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 21
3,829,53,True,False,False,,True,True,27,27,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13 4 16 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 13
3,830,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 20 17 22 13 10 13 8 13 7 7 7 11 13 10 13 8 2 16 13 11 13 10 13 6 8 2 16 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 13
3,831,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 11 22 17 13 10 13 4 13 7 7 7 20 13 10 13 4 2 16 13 20 13 10 13 1 4 2 16 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 13
3,832,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 2 13 20 13 10 13 1 1 4 13 21 21 11 13 11 16 2 3 4 13 20 13 10 2 2 16 16 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 13
3,833,53,True,False,False,,True,True,8,8,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 10 2 16 13 11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 13
3,834,53,True,False,False,,False,True,,53,53,kernel_db,burau-experiments/src/kernel_db.json,2 13 20 17 22 13 10 13 8 13 7 7 7 11 13 10 13 8 2 16 13 11 13 10 13 6 8 2 16 13 11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 13
3,835,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 21 10 13 8 13 20 17 13 7 10 13 8 2 16 13 7 7 20 13 10 13 8 13 7 20 15 8 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 7
3,836,53,True,False,False,,False,True,,28,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 21 21 11 13 7 10 13 8 16 13 20 13 21 10 2 2 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 7
3,837,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 8 13 11 13 7 7 10 13 8 13 20 2 13 21 20 13 10 13 4 13 20 17 13 10 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7
3,838,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,19 7 4 13 8 13 11 13 7 7 10 13 8 13 20 2 13 21 20 13 10 13 4 13 20 17 13 10 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7
3,839,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,15 7 8 13 8 13 7 7 11 13 10 13 8 13 11 2 13 11 22 13 10 13 4 13 20 13 21 10 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7
3,840,53,True,False,False,,True,True,1,1,53,kernel_db,burau-experiments/src/kernel_db.json,15 7 8 13 8 13 7 7 11 13 10 13 8 13 11 2 13 11 22 13 10 13 4 13 20 13 21 10 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7
3,841,53,True,False,False,,True,True,37,37,53,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 4 13 11 13 7 10 16 13 8 16 13 21 20 13 7 10 13 4 16 13 11 13 21 10 16 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,842,53,True,False,False,,True,True,37,37,53,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 4 13 11 13 7 10 16 13 8 16 13 21 20 13 7 10 13 4 16 13 11 13 21 10 16 16 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 21
3,843,53,True,False,False,,True,True,37,37,53,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 8 13 20 13 7 10 16 13 4 16 13 21 11 13 7 10 13 8 16 13 20 13 21 10 16 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,844,53,True,False,False,,True,True,37,37,53,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 8 13 20 13 7 10 16 13 4 16 13 21 11 13 7 10 13 8 16 13 20 13 21 10 16 16 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 21
3,845,53,True,False,False,,True,True,36,28,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 21 21 11 13 7 10 13 8 16 13 20 13 21 10 2 2 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7
3,846,53,True,False,False,,True,True,36,28,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 21 21 11 13 7 10 13 8 16 13 20 13 21 10 2 2 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7
3,847,53,True,False,False,,True,True,37,37,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 7 7 20 13 7 10 16 13 8 13 11 13 10 13 10 2 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,848,53,True,False,False,,True,True,37,37,53,kernel_db,burau-experiments/src/kernel_db.json,13 4 16 13 20 13 7 10 13 8 2 13 7 7 20 13 7 10 16 13 8 13 11 13 10 13 10 2 16 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 21
